STATUS | wrapper  | 2020/12/07 21:02:48 | --> Wrapper Started as Daemon
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.base/java.lang.reflect.Method.invoke(Method.java:564)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.base/java.lang.Thread.run(Thread.java:832)
INFO   | jvm 1    | 2020/12/29 11:21:07 | Caused by: io.mycat.config.util.ConfigException: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 17; 注释中不允许出现字符串 "--"。
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:126)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:83)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:87)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at io.mycat.MycatServer.<init>(MycatServer.java:159)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:106)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	... 7 more
INFO   | jvm 1    | 2020/12/29 11:21:07 | Caused by: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 17; 注释中不允许出现字符串 "--"。
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.createSAXParseException(ErrorHandlerWrapper.java:204)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.fatalError(ErrorHandlerWrapper.java:178)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:400)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:327)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLScanner.reportFatalError(XMLScanner.java:1471)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLScanner.scanComment(XMLScanner.java:818)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanComment(XMLDocumentFragmentScannerImpl.java:1078)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver.next(XMLDocumentFragmentScannerImpl.java:2913)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl.next(XMLDocumentScannerImpl.java:605)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanDocument(XMLDocumentFragmentScannerImpl.java:541)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:888)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:824)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.XMLParser.parse(XMLParser.java:141)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.DOMParser.parse(DOMParser.java:246)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl.parse(DocumentBuilderImpl.java:339)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.xml/javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:122)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at io.mycat.config.util.ConfigUtil.getDocument(ConfigUtil.java:115)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:116)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	... 13 more
STATUS | wrapper  | 2020/12/29 11:21:09 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/12/29 11:21:56 | --> Wrapper Started as Console
STATUS | wrapper  | 2020/12/29 11:21:57 | Launching a JVM...
INFO   | jvm 1    | 2020/12/29 11:21:57 | Java HotSpot(TM) 64-Bit Server VM warning: Ignoring option MaxPermSize; support was removed in 8.0
INFO   | jvm 1    | 2020/12/29 11:21:57 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/12/29 11:21:57 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/12/29 11:21:57 | 
INFO   | jvm 1    | 2020/12/29 11:21:57 | 
INFO   | jvm 1    | 2020/12/29 11:21:57 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/12/29 11:21:57 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:64)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.base/java.lang.reflect.Method.invoke(Method.java:564)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.base/java.lang.Thread.run(Thread.java:832)
INFO   | jvm 1    | 2020/12/29 11:21:57 | Caused by: io.mycat.config.util.ConfigException: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 17; 注释中不允许出现字符串 "--"。
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:126)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:83)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:87)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at io.mycat.MycatServer.<init>(MycatServer.java:159)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:106)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	... 7 more
INFO   | jvm 1    | 2020/12/29 11:21:57 | Caused by: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 17; 注释中不允许出现字符串 "--"。
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.createSAXParseException(ErrorHandlerWrapper.java:204)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.fatalError(ErrorHandlerWrapper.java:178)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:400)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:327)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLScanner.reportFatalError(XMLScanner.java:1471)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLScanner.scanComment(XMLScanner.java:818)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanComment(XMLDocumentFragmentScannerImpl.java:1078)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver.next(XMLDocumentFragmentScannerImpl.java:2913)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl.next(XMLDocumentScannerImpl.java:605)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanDocument(XMLDocumentFragmentScannerImpl.java:541)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:888)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:824)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.XMLParser.parse(XMLParser.java:141)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.DOMParser.parse(DOMParser.java:246)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl.parse(DocumentBuilderImpl.java:339)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at java.xml/javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:122)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at io.mycat.config.util.ConfigUtil.getDocument(ConfigUtil.java:115)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:116)
INFO   | jvm 1    | 2020/12/29 11:21:57 | 	... 13 more
STATUS | wrapper  | 2020/12/29 11:21:59 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/12/29 11:34:01 | --> Wrapper Started as Console
STATUS | wrapper  | 2020/12/29 11:34:01 | Launching a JVM...
INFO   | jvm 1    | 2020/12/29 11:34:01 | Java HotSpot(TM) 64-Bit Server VM warning: Ignoring option MaxPermSize; support was removed in 8.0
INFO   | jvm 1    | 2020/12/29 11:34:01 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/12/29 11:34:01 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/12/29 11:34:01 | 
INFO   | jvm 1    | 2020/12/29 11:34:02 | 
INFO   | jvm 1    | 2020/12/29 11:34:02 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/12/29 11:34:02 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:64)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.base/java.lang.reflect.Method.invoke(Method.java:564)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.base/java.lang.Thread.run(Thread.java:832)
INFO   | jvm 1    | 2020/12/29 11:34:02 | Caused by: io.mycat.config.util.ConfigException: org.xml.sax.SAXParseException; lineNumber: 91; columnNumber: 42; 必须为元素类型 "user" 声明属性 "defaultAccount"。
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at io.mycat.config.loader.xml.XMLServerLoader.load(XMLServerLoader.java:112)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at io.mycat.config.loader.xml.XMLServerLoader.<init>(XMLServerLoader.java:70)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at io.mycat.config.loader.xml.XMLConfigLoader.<init>(XMLConfigLoader.java:56)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:79)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at io.mycat.MycatServer.<init>(MycatServer.java:159)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:106)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	... 7 more
INFO   | jvm 1    | 2020/12/29 11:34:02 | Caused by: org.xml.sax.SAXParseException; lineNumber: 91; columnNumber: 42; 必须为元素类型 "user" 声明属性 "defaultAccount"。
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.createSAXParseException(ErrorHandlerWrapper.java:204)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.error(ErrorHandlerWrapper.java:135)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:396)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:327)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:284)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator.addDTDDefaultAttrsAndValidate(XMLDTDValidator.java:1237)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator.handleStartElement(XMLDTDValidator.java:1846)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator.startElement(XMLDTDValidator.java:728)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanStartElement(XMLDocumentFragmentScannerImpl.java:1406)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver.next(XMLDocumentFragmentScannerImpl.java:2725)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl.next(XMLDocumentScannerImpl.java:605)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanDocument(XMLDocumentFragmentScannerImpl.java:541)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:888)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:824)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.XMLParser.parse(XMLParser.java:141)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.DOMParser.parse(DOMParser.java:246)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl.parse(DocumentBuilderImpl.java:339)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at java.xml/javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:122)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at io.mycat.config.util.ConfigUtil.getDocument(ConfigUtil.java:115)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	at io.mycat.config.loader.xml.XMLServerLoader.load(XMLServerLoader.java:96)
INFO   | jvm 1    | 2020/12/29 11:34:02 | 	... 13 more
STATUS | wrapper  | 2020/12/29 11:34:04 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/12/29 11:36:24 | --> Wrapper Started as Console
STATUS | wrapper  | 2020/12/29 11:36:24 | Launching a JVM...
INFO   | jvm 1    | 2020/12/29 11:36:24 | Java HotSpot(TM) 64-Bit Server VM warning: Ignoring option MaxPermSize; support was removed in 8.0
INFO   | jvm 1    | 2020/12/29 11:36:24 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/12/29 11:36:24 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/12/29 11:36:24 | 
INFO   | jvm 1    | 2020/12/29 11:36:25 | WARNING: An illegal reflective access operation has occurred
INFO   | jvm 1    | 2020/12/29 11:36:25 | WARNING: Illegal reflective access by io.mycat.memory.unsafe.Platform (file:/Users/tanxiaoyan/Desktop/mycat/lib/Mycat-server-1.6.5-DEV.jar) to method java.nio.Bits.unaligned()
INFO   | jvm 1    | 2020/12/29 11:36:25 | WARNING: Please consider reporting this to the maintainers of io.mycat.memory.unsafe.Platform
INFO   | jvm 1    | 2020/12/29 11:36:25 | WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
INFO   | jvm 1    | 2020/12/29 11:36:25 | WARNING: All illegal access operations will be denied in a future release
STATUS | wrapper  | 2020/12/29 11:39:33 | TERM trapped.  Shutting down.
WARN   | wrapper  | 2020/12/29 11:39:33 | JVM process was still running after receiving a SIGCHLD signal.
STATUS | wrapper  | 2020/12/29 11:39:34 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/12/29 11:39:51 | --> Wrapper Started as Console
STATUS | wrapper  | 2020/12/29 11:39:51 | Launching a JVM...
INFO   | jvm 1    | 2020/12/29 11:39:51 | Java HotSpot(TM) 64-Bit Server VM warning: Ignoring option MaxPermSize; support was removed in 8.0
INFO   | jvm 1    | 2020/12/29 11:39:51 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/12/29 11:39:51 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/12/29 11:39:51 | 
INFO   | jvm 1    | 2020/12/29 11:39:52 | WARNING: An illegal reflective access operation has occurred
INFO   | jvm 1    | 2020/12/29 11:39:52 | WARNING: Illegal reflective access by io.mycat.memory.unsafe.Platform (file:/Users/tanxiaoyan/Desktop/mycat/lib/Mycat-server-1.6.5-DEV.jar) to method java.nio.Bits.unaligned()
INFO   | jvm 1    | 2020/12/29 11:39:52 | WARNING: Please consider reporting this to the maintainers of io.mycat.memory.unsafe.Platform
INFO   | jvm 1    | 2020/12/29 11:39:52 | WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
INFO   | jvm 1    | 2020/12/29 11:39:52 | WARNING: All illegal access operations will be denied in a future release
INFO   | jvm 1    | 2020/12/29 11:42:53 | MyCAT Server startup successfully. see logs in logs/mycat.log
STATUS | wrapper  | 2020/12/29 12:30:41 | TERM trapped.  Shutting down.
WARN   | wrapper  | 2020/12/29 12:30:41 | JVM process was still running after receiving a SIGCHLD signal.
STATUS | wrapper  | 2020/12/29 12:30:42 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/12/29 12:31:03 | --> Wrapper Started as Console
STATUS | wrapper  | 2020/12/29 12:31:03 | Launching a JVM...
INFO   | jvm 1    | 2020/12/29 12:31:04 | Java HotSpot(TM) 64-Bit Server VM warning: Ignoring option MaxPermSize; support was removed in 8.0
INFO   | jvm 1    | 2020/12/29 12:31:04 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/12/29 12:31:04 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/12/29 12:31:04 | 
INFO   | jvm 1    | 2020/12/29 12:31:05 | WARNING: An illegal reflective access operation has occurred
INFO   | jvm 1    | 2020/12/29 12:31:05 | WARNING: Illegal reflective access by io.mycat.memory.unsafe.Platform (file:/Users/tanxiaoyan/Desktop/mycat/lib/Mycat-server-1.6.5-DEV.jar) to method java.nio.Bits.unaligned()
INFO   | jvm 1    | 2020/12/29 12:31:05 | WARNING: Please consider reporting this to the maintainers of io.mycat.memory.unsafe.Platform
INFO   | jvm 1    | 2020/12/29 12:31:05 | WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
INFO   | jvm 1    | 2020/12/29 12:31:05 | WARNING: All illegal access operations will be denied in a future release
INFO   | jvm 1    | 2020/12/29 12:32:05 | MyCAT Server startup successfully. see logs in logs/mycat.log
STATUS | wrapper  | 2020/12/29 12:35:50 | TERM trapped.  Shutting down.
WARN   | wrapper  | 2020/12/29 12:35:50 | JVM process was still running after receiving a SIGCHLD signal.
STATUS | wrapper  | 2020/12/29 12:35:51 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/12/29 12:36:41 | --> Wrapper Started as Console
STATUS | wrapper  | 2020/12/29 12:36:42 | Launching a JVM...
INFO   | jvm 1    | 2020/12/29 12:36:42 | Java HotSpot(TM) 64-Bit Server VM warning: Ignoring option MaxPermSize; support was removed in 8.0
INFO   | jvm 1    | 2020/12/29 12:36:42 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/12/29 12:36:42 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/12/29 12:36:42 | 
INFO   | jvm 1    | 2020/12/29 12:36:43 | 
INFO   | jvm 1    | 2020/12/29 12:36:43 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/12/29 12:36:43 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:64)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at java.base/java.lang.reflect.Method.invoke(Method.java:564)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at java.base/java.lang.Thread.run(Thread.java:832)
INFO   | jvm 1    | 2020/12/29 12:36:43 | Caused by: io.mycat.config.util.ConfigException: Illegal table conf : table [ EMPLOYEE ] rule function [ hash-int ] partition size : 2 > table datanode size : 1, please make sure table datanode size = function partition size
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.checkRuleSuitTable(XMLSchemaLoader.java:563)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.loadTables(XMLSchemaLoader.java:396)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.loadSchemas(XMLSchemaLoader.java:173)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:122)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:83)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:87)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at io.mycat.MycatServer.<init>(MycatServer.java:159)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:106)
INFO   | jvm 1    | 2020/12/29 12:36:43 | 	... 7 more
STATUS | wrapper  | 2020/12/29 12:36:44 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/12/29 12:37:28 | --> Wrapper Started as Console
STATUS | wrapper  | 2020/12/29 12:37:29 | Launching a JVM...
INFO   | jvm 1    | 2020/12/29 12:37:29 | Java HotSpot(TM) 64-Bit Server VM warning: Ignoring option MaxPermSize; support was removed in 8.0
INFO   | jvm 1    | 2020/12/29 12:37:29 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/12/29 12:37:29 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/12/29 12:37:29 | 
INFO   | jvm 1    | 2020/12/29 12:37:30 | WARNING: An illegal reflective access operation has occurred
INFO   | jvm 1    | 2020/12/29 12:37:30 | WARNING: Illegal reflective access by io.mycat.memory.unsafe.Platform (file:/Users/tanxiaoyan/Desktop/mycat/lib/Mycat-server-1.6.5-DEV.jar) to method java.nio.Bits.unaligned()
INFO   | jvm 1    | 2020/12/29 12:37:30 | WARNING: Please consider reporting this to the maintainers of io.mycat.memory.unsafe.Platform
